"SpeciesCode","ScientificName","Family","GrowthHabit","GrowthHabitSub","Duration","Noxious","SG_Group","SynonymOf","created_user","created_date","last_edited_user","last_edited_date","GlobalID","CommonName","DateLoadedInDb","SpeciesState","Notes","UpdatedSpeciesCode","AllCalcs"
"AGCR","Agropyron cristatum","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2AA583E6-9BDB-43FB-A514-887EB49545BB}","crested wheatgrass","2018-09-01","UT",NA,NA,NA
"AGCRC","Agropyron cristatum (L.) Gaertn. ssp. cristatum","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0F5E20BF-09DB-4B57-9E27-CF2706F943DC}","crested wheatgrass","2018-09-01","UT",NA,"AECY",NA
"AGCRD","Agropyron cristatum (L.) Gaertn. ssp. desertorum (Fisch. ex Link) . Lve","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3759090E-A3FE-4784-B4AA-C083C60C8D0E}","crested wheatgrass","2018-09-01","UT",NA,"AGDE2",NA
"AGCRF","Agropyron cristatum (L.) Gaertn. ssp. fragile (Roth) . Lve","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5BBF80B8-ECB9-4711-BC4F-6A9A03F0AAA5}","crested wheatgrass","2018-09-01","UT",NA,"AGFR",NA
"AGCRP8","Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{7532BBBB-A25E-499E-AFE9-57D9753CDEBA}","crested wheatgrass","2018-09-01","UT",NA,"AECY",NA
"AGCRD2","Agropyron cristatum (L.) Gaertn. var. desertorum (Fisch. ex Link) Dorn","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{40F9ABDC-732C-4251-90FF-9959DE0B35FE}","crested wheatgrass","2018-09-01","UT",NA,"AGDE2",NA
"AGDE2","Agropyron cristatum (L.) Gaertn. var. desertorum (Fisch. ex Link) Dorn","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{23F234B8-58BC-4F7D-9380-C87BDE6DC3DE}","crested wheatgrass","2018-09-01","UT",NA,NA,NA
"AGCRF2","Agropyron cristatum (L.) Gaertn. var. fragile (Roth) Dorn","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{6EDCDA1B-5861-4686-8878-B10779251C79}","crested wheatgrass","2018-09-01","UT",NA,"AGFR",NA
"AGFR","Agropyron fragile (Roth) P. Candargy","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5DC15ED8-1424-4440-8E03-E801662B4392}","Siberian wheatgrass","2018-09-01","UT",NA,NA,NA
"AGROP2","Agropyron Gaertn.","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F7608D9F-AE04-4BFD-BD09-F98B341EECF0}","wheatgrass","2018-09-01","UT",NA,"AGME3",NA
"AGIN2","Agropyron intermedium","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9994AB6B-CE09-42A8-971A-A4D1D50D6604}","Intermediate wheatgrass","2018-09-01","UT",NA,"THIN6",NA
"AGRE2","Agropyron repens","Poaceae","NonWoody","Graminoid","Perennial","YES","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A995EA17-AF4A-4BB0-B3BD-4C3C06FCA4FE}","Quackgrass","2018-09-01","UT",NA,"ELRE4",NA
"AGSM","Agropyron smithii","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8B0ABD79-AB48-48B5-ACAF-236DD111CB08}","Western wheatgrass","2018-09-01","UT",NA,"PASM",NA
"AGSP","Agropyron spicatum","Poaceae","NonWoody","Graminoid","Perennial","NO","TallStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{28A80FB0-AFA8-4562-8A28-D2864AEBDA7D}","Bluebunch wheatgrass","2018-09-01","UT",NA,"PSSPS",NA
"AGSPA","Agropyron spicatum var. arizonicum","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{87C616FD-DF67-483D-8A51-EEB0CDB480AD}","Arizona wheatgrass","2018-09-01","UT",NA,"ELAR7",NA
"AGAI","Agrostis airoides","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{670F3A58-1BA8-4331-9603-B688211866C0}","alkali sacaton","2018-09-01","UT",NA,"SONU2",NA
"AGCR2","Agrostis cryptandra","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F16BDFFA-9D7C-4A7D-AB82-ACF154F4D664}","sand dropseed","2018-09-01","UT",NA,"HECOC8",NA
"AGEX","Agrostis exarata Trin.","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{266FE02F-3197-47E8-9090-EF3D50FF2F36}","spike bentgrass","2018-09-01","UT",NA,NA,NA
"AGGI2","Agrostis gigantea Roth","Poaceae","NonWoody","Graminoid","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FC564844-5E25-4A36-873A-7698AF69A308}","redtop","2018-09-01","UT",NA,"AGFR",NA
"AGGID","Agrostis gigantea Roth var. dispar (Michx.) Philipson","Poaceae","NonWoody","Graminoid","Perennial","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{0E8B1A19-5725-48C6-8AB8-B955DBA8047E}","redtop","2018-09-01","UT",NA,"AGFR",NA
"AGHU","Agrostis humilis Vasey","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4FF7C605-6D67-4BE2-928E-943E30E80E87}","alpine bentgrass","2018-09-01","UT",NA,"AGFR",NA
"AGID","Agrostis idahoensis Nash","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9DB00F51-1763-4C0F-97C9-250731017C3A}","Idaho bentgrass","2018-09-01","UT",NA,"AGFR",NA
"AGROS2","Agrostis L.","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C005CE1A-FC3A-4BE3-9BE9-6895925844D9}","bentgrass","2018-09-01","UT",NA,NA,NA
"AGME3","Agrostis mertensii Trin.","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{53212573-41B5-4E36-8D09-F8AD1C1058F3}","northern bentgrass","2018-09-01","UT",NA,NA,NA
"AGPY","Agrostis pyramidata","Poaceae","NonWoody","Graminoid","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{CE389BF3-E854-47FD-BA05-419BA554802B}","Madagascar dropseed","2018-09-01","UT",NA,"SPPE",NA
"AGSC5","Agrostis scabra Willd.","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A9054B3C-2751-475E-A9EE-CA892E860A6C}","rough bentgrass","2018-09-01","UT",NA,"AGME3",NA
"AGSCS4","Agrostis scabra Willd. ssp. septentrionalis (Fernald) . Lve & D. Lve","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{9109AFDB-8100-4EFD-ABAC-9E01ABE2D169}","rough bentgrass","2018-09-01","UT",NA,"AGME3",NA
"AGSCG","Agrostis scabra Willd. var. geminata (Trin.) Swallen","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{D9A9FAC3-B2FA-4CFF-891A-A648A32124E2}","rough bentgrass","2018-09-01","UT",NA,"AGME3",NA
"AGSCS","Agrostis scabra Willd. var. septentrionalis Fernald","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{37CE0D04-8994-43FD-AA2D-49CECE7E9514}","rough bentgrass","2018-09-01","UT",NA,"AGME3",NA
"AGST2","Agrostis stolonifera L.","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{46F37EA6-572B-450E-9F13-545C39C8CB22}","creeping bentgrass","2018-09-01","UT",NA,NA,NA
"AGVA","Agrostis variabilis Rydb.","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BEF95EF6-18DA-48DC-831E-907A4AE2C1C9}","mountain bentgrass","2018-09-01","UT",NA,"AGST2",NA
"ALAN3","Aletes anisatus (A. Gray) W.L. Theobald & C.C. Tseng ","Apiaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{C3579A4B-7D75-4710-A6FC-6A431D83D62B}","Rocky Mountain Indian Parsley","2018-09-01","UT",NA,NA,NA
"ALMA12","Alhagi maurorum Medik.","Fabaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E96D6550-811A-4048-B3F6-E93081F914D6}","camelthorn","2018-09-01","UT",NA,NA,NA
"ALICI","Aliciella Brand","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F0EC189F-E1D1-45C3-B06C-FC80D644AA6F}","aliciella","2018-09-01","UT",NA,NA,NA
"ALHA6","Aliciella haydenii (A. Gray) J.M. Porter ","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2F1940AD-1B46-4843-B01A-9860ECBA7C2B}","San Juan gilia","2018-09-01","UT",NA,NA,NA
"ALLE7","Aliciella leptomeria (A. Gray) J.M. Porter","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{EA03FE60-5230-40F7-99CD-AB4EC12D93E4}","sand gilia","2018-09-01","UT",NA,"ALHA6",NA
"ALPE11","Aliciella penstemonoides (M.E. Jones) J.M. Porter ","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8D925CDF-35D0-49C3-9C22-B521707CFF47}","Black Canyon gilia","2018-09-01","UT",NA,NA,NA
"ALPI2","Aliciella pinnatifida (Nutt. ex A. Gray) J.M. Porter","Polemoniaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2D0D4C99-21FD-48FE-B80C-407324D93EAD}","sticky gilia","2018-09-01","UT",NA,"ALPE11",NA
"ALSE11","Aliciella sedifolia (Brandegee) J.M. Porter ","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B313F8F2-0F52-407D-A2FE-F14978CCD4E2}","stonecrop gilia","2018-09-01","UT",NA,NA,NA
"ALST12","Aliciella stenothyrsa (A. Gray) J.M. Porter","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{12D84FED-486D-4AC3-920C-A27E2723F82E}","Uinta Basin gilia","2018-09-01","UT",NA,"ALSE11",NA
"ALSU9","Aliciella subnuda (Torr. ex A. Gray) J.M. Porter","Polemoniaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F8550131-6068-473E-A892-23968303AB18}","coral gilia","2018-09-01","UT",NA,NA,NA
"ALCOC","Allenrolfea occidentalis (S. Watson) Kuntze","Chenopodiaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FF8D57FD-9DB0-4619-8031-FC5317EDF546}","iodine bush","2018-09-01","UT",NA,NA,NA
"ALCOC2","Allenrolfea occidentalis (S. Watson) Kuntze","Chenopodiaceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{92093A42-943E-4717-943D-6F65D547299B}","iodine bush","2018-09-01","UT",NA,NA,NA
"ALOC2","Allenrolfea occidentalis (S. Watson) Kuntze","Chenopodiaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B5AC219A-BF24-4432-B896-486839AD7C33}","iodinebush","2018-09-01","UT",NA,NA,NA
"ALPE4","Alliaria petiolata","Brassicaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2651AC16-6880-4D5E-99F3-063302C9D5EA}","Garlic mustard","2018-09-01","UT",NA,NA,NA
"ALAC4","Allium acuminatum Hook.","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{F9048CB5-2836-431E-A718-A2A45D303A74}","tapertip onion","2018-09-01","UT",NA,NA,NA
"ALBIP","Allium bisceptrum S. Watson var. palmeri (S. Watson) Cronquist","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FE5F4B0C-04CF-42BB-8968-CDDB34A861F5}","Aspen onion","2018-09-01","UT",NA,NA,NA
"ALBR","Allium brandegeei S. Watson","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A921E4F7-4602-4E06-B3E1-06309E03889F}","Brandegee's onion","2018-09-01","UT",NA,NA,NA
"ALCE2","Allium cernuum Roth","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{076DF00C-5195-41EA-8444-7B91BE8C765C}","nodding onion","2018-09-01","UT",NA,"ALBIP",NA
"ALGE","Allium geyeri S. Watson ","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4FAABE63-6D93-486A-998F-3B44C4F0D6F7}","Geyer's onion","2018-09-01","UT",NA,NA,NA
"ALNE","Allium nevadense S. Watson ","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4CEEC9EA-DB15-42E3-9B6F-7183F7C66690}","Nevada onion","2018-09-01","UT",NA,NA,NA
"ALSC","Allium schoenoprasum","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8CF9E3B3-3E5A-4714-82EC-7ABB9CDA87C6}","wild chives","2018-09-01","UT",NA,NA,NA
"ALSE3","Allium serratum S. Watson","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BD0A5042-7AAF-43BC-A68A-6EB47039AEBE}","onion","2018-09-01","UT",NA,NA,NA
"ALLIU","Allium spp.","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{22934AED-330B-4D9F-B793-542408BC34CF}","Onion","2018-09-01","UT",NA,NA,NA
"ALTE","Allium textile A. Nelson & J.F. Macbr.","Liliaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4A6B1D8E-ECB0-4F4E-BE1A-66C4338A197F}","textile onion","2018-09-01","UT",NA,NA,NA
"ALPA14","Almutaster pauciflorus (Nutt.) . Lve & D. Lve","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{86D37E4C-256D-4280-BAE4-BADF4BD77636}","alkali marsh aster","2018-09-01","UT",NA,"AGWR2",NA
"ALAE","Alopecurus aequalis","Poaceae","NonWoody","Graminoid","Perennial","NO","ShortStaturePerennialGrass",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{B3E3AEEF-FC71-4268-8D86-76467C6B5DA4}","shortawn foxtail","2018-09-01","UT",NA,NA,NA
"ALWR","Aloysia wrightii","Verbenaceae","Woody","Shrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{82AFE890-4973-4815-A451-FADC8AA5703A}","Wright's beebrush","2018-09-01","UT",NA,NA,NA
"ALAL3","Alyssum alyssoides (L.) L.","Asteraceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{683DF3DE-A9C9-461D-B21D-AD2E75839745}","pale madwort","2018-09-01","UT",NA,NA,NA
"ALDE","Alyssum desertorum Stapf","Liliaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E1473F9E-2C57-4DD8-AF16-AF16D30B6F9C}","desert madwort","2018-09-01","UT",NA,NA,NA
"ALYSS","Alyssum L.","Brassicaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2347F868-B5AE-4F0B-B7EF-7F20B332314D}","madwort","2018-09-01","UT",NA,NA,NA
"ALMU","Alyssum murale Waldst. & Kit.","Brassicaceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1D6683A2-41B8-4199-8DE9-AF43A375B47E}","yellowtuft","2018-09-01","UT",NA,NA,NA
"ALSI8","Alyssum simplex Rudolphi","Brassicaceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{3EF2D9A1-BBFA-4FDE-B25F-786039CB8AAA}","alyssum","2018-09-01","UT",NA,NA,NA
"AMARA","Amaranthus","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1E92F4B6-9F07-4222-8FAB-36FB1C3886C2}","amaranth, pigweed","2018-09-01","UT",NA,NA,NA
"AMAC","Amaranthus acanthochiton","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{117F243A-E79F-4A12-8CDE-44B620D9602D}","greenstripe","2018-09-01","UT",NA,NA,NA
"AMAL","Amaranthus albus L.","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4B814C79-97BE-4C82-9E4B-E29EC92A08D5}","prostrate pigweed","2018-09-01","UT",NA,"SALO2",NA
"AMFI","Amaranthus fimbriatus","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{A2149ED5-0467-400C-B73F-D4248B2BB33A}","fringed amaranth","2018-09-01","UT",NA,NA,NA
"AMFIF","Amaranthus fimbriatus var. fimbriatus","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{1309AE60-D8D0-497D-ABA5-60D64393EA4B}","fringed amaranth","2018-09-01","UT",NA,"AMFI",NA
"AMHY","Amaranthus hybridus L. ","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{AA1EBE6B-50CC-4AC3-B170-21FB1B1BE7F3}","slim amaranth","2018-09-01","UT",NA,NA,NA
"AMPA","Amaranthus palmeri S. Watson","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{8FAA9FF2-F381-4B4F-AA7A-C58DF6AB51A4}","carelessweed","2018-09-01","UT",NA,"AMHY",NA
"AMPO","Amaranthus polygonoides L.","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{49B75418-E016-46E7-8F44-B3CC5CFE1B6D}","tropical amaranth","2018-09-01","UT",NA,NA,NA
"AMPO2","Amaranthus powellii S. Watson","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{FF17EB98-FA7A-4224-A140-D46B231025AB}","Powell's amaranth","2018-09-01","UT",NA,"AMPO",NA
"AMRE","Amaranthus retroflexus L.","Amaranthaceae","NonWoody","Forb","Annual","NO",NA,NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{4D894293-8EB9-4314-8B57-AE8557862CBB}","redroot amaranth","2018-09-01","UT",NA,NA,NA
"AMDI3","Amauria dissecta A. Gray, nom. inq.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{E113A4C2-7F2C-437C-8C7C-BC799895B44E}","ragleaf bahia","2018-09-01","UT",NA,"BADI",NA
"AMDI5","Amauriopsis dissecta (A. Gray) Rydb.","Asteraceae","NonWoody","Forb","Perennial","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{2F715308-B0E9-418A-B4EF-235B5F4E82EF}","ragleaf bahia","2018-09-01","UT",NA,"BADI",NA
"AMAC2","Ambrosia acanthicarpa Hook.","Asteraceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{BDCA7C71-5524-4B0D-99B5-4F7D9FF6ABB3}","flatspine bur ragweed","2018-09-01","UT",NA,NA,NA
"AMAR2","Ambrosia artemisiifolia L.","Asteraceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{5B814161-3460-414D-9704-130FD68F257B}","annual ragweed","2018-09-01","UT",NA,NA,NA
"AMER","Ambrosia eriocentra (A. Gray) Payne","Asteraceae","Woody","SubShrub","Perennial","NO","NonSagebrushShrub",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{154C5BEC-126E-4B1E-9905-593B777DEAF1}","woolly fruit bur ragweed","2018-09-01","UT",NA,NA,NA
"AMBRO","Ambrosia L.","Asteraceae","NonWoody","Forb","Annual","NO","PreferredForb",NA,"ILMOCAIMDBO",2022-10-31 10:16:44,"ILMOCAIMDBO",2022-10-31 10:16:44,"{88352B93-D4B5-4A24-91B3-9B224DAC5711}","ragweed","2018-09-01","UT",NA,NA,NA
